Keyword Version: 8.5,Revision: 2018-02-09 13:07:18,Timestamp: 2018-02-15 08:42:56,Terms Of Use: http://gcmd.nasa.gov/r/l/TermsOfUse,"The most up to date XML representations can be found here: https://gcmdservices.gsfc.nasa.gov/kms/concepts/concept_scheme/sciencekeywords/?format=xml""Case native",,,
EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,PARTICLE FLUX,,,,676327f4-8354-4033-8081-9cab6651ac98
EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,SEDIMENT CHEMISTRY,,,,f8411549-a72d-44cd-9b7b-6953ec22f8da
EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,SEDIMENT COMPOSITION,,,,17008d04-394d-4de8-8834-dd0a3cd88093
EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,SEDIMENT TRANSPORT,,,,bd55adac-4182-4441-91e2-163aa77e1320
EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,SEDIMENTARY STRUCTURES,,,,282ea985-efd0-4113-860d-b8221f6cc6f2
EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,SEDIMENTARY TEXTURES,,,,cddc37fd-8540-4c78-b567-add74e6b789b
EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,SEDIMENTATION,,,,a4eb3bc4-48a5-4ed2-a74b-ca87a58e90f5
EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,STRATIGRAPHIC SEQUENCE,,,,41b7293f-7f20-40ab-8bf7-b211c68146b9
EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,SUSPENDED SOLIDS,,,,bcf6975f-2a21-4a6c-9286-fb8f85d00901
EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,TERRIGENOUS SEDIMENTS,,,,31cf96eb-7fcd-490d-9e10-7f17dc12e1e3
EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,TURBIDITY,,,,68e2c729-f729-4936-af2e-0ecf7ee7d231
EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,,,,,ce4b2c6e-3d69-4cf1-8416-c36e5f9b1b2c
EARTH SCIENCE,OCEANS,MARINE VOLCANISM,BENTHIC HEAT FLOW,,,,bf3d6238-d0d6-4e73-82e6-5e38bc9291bb
EARTH SCIENCE,OCEANS,MARINE VOLCANISM,HYDROTHERMAL VENTS,,,,b677862b-7921-458f-a6db-0eb46469df33
EARTH SCIENCE,OCEANS,MARINE VOLCANISM,ISLAND ARCS,,,,9bb0de49-1812-400c-a73b-d2686dd9066a
EARTH SCIENCE,OCEANS,MARINE VOLCANISM,MID-OCEAN RIDGES,,,,f345294c-36e6-4c76-b484-2204cc0bc3a2
EARTH SCIENCE,OCEANS,MARINE VOLCANISM,RIFT VALLEYS,,,,f32afbca-dac6-41b1-a198-791c1fb57951
EARTH SCIENCE,OCEANS,MARINE VOLCANISM,,,,,e3b178eb-2d47-41db-aba1-43a05e9e9256
EARTH SCIENCE,OCEANS,OCEAN ACOUSTICS,ACOUSTIC ATTENUATION/TRANSMISSION,,,,025c1e31-1a97-4a30-a887-0b9a5127fd4d
EARTH SCIENCE,OCEANS,OCEAN ACOUSTICS,ACOUSTIC FREQUENCY,,,,7bb3c4cd-cbb4-4c82-997b-d11ecc1cdb9f
EARTH SCIENCE,OCEANS,OCEAN ACOUSTICS,ACOUSTIC REFLECTIVITY,,,,6a583047-6023-4b6a-ab25-b72529721a8c
EARTH SCIENCE,OCEANS,OCEAN ACOUSTICS,ACOUSTIC SCATTERING,,,,b4a924bb-0d42-4169-bad7-3856f69f0c4a
EARTH SCIENCE,OCEANS,OCEAN ACOUSTICS,ACOUSTIC TOMOGRAPHY,,,,1295cf9a-c345-40eb-9b79-82bddc6acf50
EARTH SCIENCE,OCEANS,OCEAN ACOUSTICS,ACOUSTIC VELOCITY,,,,e4aae1a4-b4d5-4b13-9cc0-c0df6234ce3b
EARTH SCIENCE,OCEANS,OCEAN ACOUSTICS,AMBIENT NOISE,,,,a74abbc1-dd75-4f22-bbec-7d45091a4593
EARTH SCIENCE,OCEANS,OCEAN ACOUSTICS,,,,,0517ae1f-7617-4f3b-80cb-649178032825
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,ALKALINITY,,,,4eab7956-e59e-4615-8d5c-39a16faa1f27
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,AMMONIA,,,,64d17528-29b4-4e2e-843a-7f7035bb5717
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,BIOGEOCHEMICAL CYCLES,,,,f1e6caa5-2c97-407d-a0db-7bf01794d8e3
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,BIOMEDICAL CHEMICALS,,,,97636cf7-189f-4953-9807-64fbcc60f72c
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,CARBON DIOXIDE,,,,26afa886-4866-4536-be3a-6f9db9aacd97
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,CARBONATE,,,,68f7ba1b-a2f9-41b6-9bc1-fd187942fbed
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,CARBON,,,,5c52009f-2c44-4db1-b62b-135c6181bad2
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,CHLOROPHYLL,,,,7989eae1-8ea3-4039-af0c-9130de145449
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,DISSOLVED GASES,,,,38219b66-2acd-4f77-a0fc-8241172c9001
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,DISSOLVED SOLIDS,,,,a3c25ed5-d3e4-4b86-bd9a-6f78d5d2bc07
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,HYDROCARBONS,,,,6d8eb011-ffb5-4e18-ac59-2d8f84353734
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,INORGANIC CARBON,,,,d9b4f30d-bddd-4888-b66b-07d2dc09708b
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,INORGANIC MATTER,,,,b9cfc6af-a424-42b9-8e89-6b332262e841
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,MARINE GEOCHEMISTRY,,,,1dfb36a3-f985-4514-a1d0-cc73ca572922
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,NITRATE,,,,4fde380a-38c5-4d46-bc80-4f2515a43983
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,NITRIC ACID,,,,61740c18-f010-4384-8516-1eb33d75352e
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,NITRITE,,,,941410da-0b7f-4ec6-a718-212194ced13f
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,NITROGEN DIOXIDE,,,,54054bc3-5faa-4b0d-b5dd-cf04595369b5
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,NITROGEN,,,,db5357c9-cc9d-4693-86fe-6bb88555d434
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,NITROUS OXIDE,,,,d1c2bba5-799d-412b-80e0-fa04058416e3
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,NUTRIENTS,,,,8dd7c9f0-51d0-4037-b1d0-a2517c1770ad
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,OCEAN TRACERS,,,,080db90f-79ff-4900-941d-9c02fe2df862
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,ORGANIC CARBON,,,,d3055f47-258e-4556-a885-54cd1fff4680
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,ORGANIC MATTER,,,,b2bdeb71-81b5-43e6-a8b1-b09c215c8d1a
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,OXYGEN,,,,90aa8838-79bd-4b28-b518-8217e863c385
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,PHOSPHATE,,,,0b513d8c-bfd3-44ee-976e-42757b8375a2
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,PH,,,,4433600b-f323-458a-b295-352f939aab6b
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,PIGMENTS,CHLOROPHYLL,,,37669b8c-1940-4330-b4e9-ee49ad3673b5
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,PIGMENTS,,,,ed925b43-db83-4cbb-8347-3dc0081bb8f4
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,RADIOCARBON,,,,6641ff15-36c8-4dbc-bf9c-176a08688173
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,RADIONUCLIDES,,,,e9ed684e-5252-4091-a794-aaf6e5f249ed
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,SILICATE,,,,c91c8879-1b29-48e3-b4cd-a238af66cdaf
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,STABLE ISOTOPES,,,,38dadd6d-6adb-44e2-b28a-fd18d797d052
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,SUSPENDED SOLIDS,,,,718fb499-8c55-4fa6-9a07-ac9155d4bc9d
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,TRACE ELEMENTS,,,,6c320188-da7b-4d52-8e99-57d7ac401841
EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,,,,,6eb3919b-85ce-4988-8b78-9d0018fd8089
EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,ADVECTION,,,,0cb7f2c6-5e99-4781-8d4f-19ecbad2e2e0
EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,BUOY POSITION,,,,81f51367-8467-4183-baea-6b526780fcc7
EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,CONVECTION,,,,10a9c153-f37d-48fe-920d-c790d946ab07
EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,DIFFUSION,,,,6fe4680b-96e8-4304-ab32-c17a0769932c
EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,EDDIES,,,,13927300-c59c-491a-91f3-f1540bcb2d8d
EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,FRESH WATER FLUX,,,,bdd42024-d1a4-4fb2-a16a-06ac0cc1dedc
EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,FRONTS,,,,22b339b5-1af5-46e3-8191-d93729001eeb
EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,GYRES,,,,fc0a6bb2-27f0-48e8-89f1-ebfc7ccd4823
EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,OCEAN CURRENTS,,,,510c5f78-e19e-4ce4-b59a-8937aeb84631
EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,OCEAN MIXED LAYER,,,,48ec6449-373c-41f6-8a61-8f1e9ed95737
EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,THERMOHALINE CIRCULATION,,,,aa1bc71c-daeb-401e-9e29-ebde975482cf
EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,TURBULENCE,,,,b9f343a1-0b8d-4e88-91bc-21f5d551963f
EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,UPWELLING/DOWNWELLING,,,,75ab3537-34b1-4025-b758-7296626079ba
EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,VORTICITY,,,,55715ed3-471e-46a8-97b6-b463708a2cbe
EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,WATER MASSES,,,,113edd07-7b1a-4082-b054-b58d3f23b93a
EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,WIND-DRIVEN CIRCULATION,,,,03fbea0a-74b9-4c78-8752-a588cff27f17
EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,,,,,a031952d-9f00-4ba5-9966-5f87ab9dfdd4
EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,ADVECTION,,,,5f6358aa-872c-4c1c-9388-4714138f034a
EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,BOWEN RATIO,,,,a9b6a001-42b2-48db-b132-62e69f03b8cb
EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,CONDENSATION,,,,93c1a177-70e3-4c33-a183-baff7f401697
EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,CONDUCTION,,,,2ef42281-1e38-4391-b578-ba6a6158f0c2
EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,CONVECTION,,,,69d394f7-a792-4a17-8d7f-e60cd60dcda0
EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,DIFFUSION,,,,064d919e-3262-44c3-a636-8094bc963001
EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,EVAPORATION,,,,881eea51-e32c-4174-a73f-d56c94122c2e
EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,HEAT FLUX,,,,ee2cb9eb-f960-4e23-9e7c-be64d44a64e7
EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,HEATING RATE,,,,ed2e9f34-2358-4a2a-a83e-febba8989c5c
EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,LONGWAVE RADIATION,,,,bc891281-b24c-4310-b39b-81715d7dad08
EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,REFLECTANCE,,,,d1426df9-7653-442b-8e38-fa28757ec748
EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,SHORTWAVE RADIATION,,,,8d69bce7-efce-4efb-9870-6a6d3a2684fd
EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,,,,,63bc0693-52eb-4ebd-a39e-e77e96409072
EARTH SCIENCE,OCEANS,OCEAN OPTICS,ABSORPTION,,,,e501d002-d11e-4569-8c0d-e40ae5b45f65
EARTH SCIENCE,OCEANS,OCEAN OPTICS,APHOTIC/PHOTIC ZONE,,,,4e8943e7-daf9-41f2-8a5e-b415b82e6381
EARTH SCIENCE,OCEANS,OCEAN OPTICS,ATTENUATION/TRANSMISSION,,,,71c78d69-9cfe-48e9-8dd2-9c75acf22283
EARTH SCIENCE,OCEANS,OCEAN OPTICS,BIOLUMINESCENCE,,,,90f97e5b-f883-4a34-a3bc-7dea8d96eb7d
EARTH SCIENCE,OCEANS,OCEAN OPTICS,EXTINCTION COEFFICIENTS,,,,5f2ec7b9-3e8c-4d12-bba6-0f84c08729e0
EARTH SCIENCE,OCEANS,OCEAN OPTICS,FLUORESCENCE,,,,a60ae1b6-abfc-4905-8c09-772da7bb1a10
EARTH SCIENCE,OCEANS,OCEAN OPTICS,GELBSTOFF,,,,87b074b4-9b73-4e69-b8c0-0f112b1cfa6d
EARTH SCIENCE,OCEANS,OCEAN OPTICS,IRRADIANCE,,,,40aacf7a-aba0-4ba2-bf85-ea7c39c3322c
EARTH SCIENCE,OCEANS,OCEAN OPTICS,OCEAN COLOR,,,,78f5a84f-1b5b-44a9-97e7-4a1996cd2e36
EARTH SCIENCE,OCEANS,OCEAN OPTICS,OPTICAL DEPTH,,,,001f18d3-7e61-430b-9883-1960c6256fe5
EARTH SCIENCE,OCEANS,OCEAN OPTICS,PHOTOSYNTHETICALLY ACTIVE RADIATION,,,,b7410899-350a-4443-9430-c7fe1fa3a499
EARTH SCIENCE,OCEANS,OCEAN OPTICS,RADIANCE,,,,68dacfbb-4f23-4325-b80f-4b09d41bd505
EARTH SCIENCE,OCEANS,OCEAN OPTICS,REFLECTANCE,,,,4f7ad022-70ea-4254-b0ae-7a231fc2e46a
EARTH SCIENCE,OCEANS,OCEAN OPTICS,SCATTERING,,,,20b41061-e6dc-47ef-b73b-00dc08a59618
EARTH SCIENCE,OCEANS,OCEAN OPTICS,SECCHI DEPTH,,,,954c2f25-3ec8-4774-ba34-fa4289f33f0e
EARTH SCIENCE,OCEANS,OCEAN OPTICS,TURBIDITY,,,,f0d83687-bc0a-4491-bb3e-697f1018da13
EARTH SCIENCE,OCEANS,OCEAN OPTICS,WATER-LEAVING RADIANCE,,,,ad41b62a-141b-4207-887c-334367860cf4
EARTH SCIENCE,OCEANS,OCEAN OPTICS,,,,,457883c4-b30c-4d26-bed8-6c2887ebbc90
EARTH SCIENCE,OCEANS,OCEAN PRESSURE,SEA LEVEL PRESSURE,,,,e5bca08d-ecb3-4b85-8acd-fed782875aa2
EARTH SCIENCE,OCEANS,OCEAN PRESSURE,WATER PRESSURE,,,,dd025312-0d27-44e0-ae05-7cfcc1aa17f0
EARTH SCIENCE,OCEANS,OCEAN PRESSURE,,,,,bfa56100-6fb5-4e49-9633-298fa3b45508
EARTH SCIENCE,OCEANS,OCEAN TEMPERATURE,OCEAN MIXED LAYER,,,,64074461-95d0-4538-869a-0114e39216aa
EARTH SCIENCE,OCEANS,OCEAN TEMPERATURE,POTENTIAL TEMPERATURE,,,,e02b0b50-a0f2-4c47-841b-9689fdb99121
EARTH SCIENCE,OCEANS,OCEAN TEMPERATURE,SEA SURFACE TEMPERATURE,,,,bd24a9a9-7d52-4c29-b2a0-6cefd216ae78
EARTH SCIENCE,OCEANS,OCEAN TEMPERATURE,THERMOCLINE,,,,68772b70-e493-48d5-b063-00b9d2dd4078
EARTH SCIENCE,OCEANS,OCEAN TEMPERATURE,WATER TEMPERATURE,,,,46206e8c-8def-406f-9e62-da4e74633a58
EARTH SCIENCE,OCEANS,OCEAN TEMPERATURE,,,,,251c87cd-03b3-464f-8390-8ede2fec28fc
EARTH SCIENCE,OCEANS,OCEAN WAVES,GRAVITY WAVES,,,,dc9fcd27-58ac-4705-a522-6475d59cfb81
EARTH SCIENCE,OCEANS,OCEAN WAVES,ROSSBY/PLANETARY WAVES,,,,41764af0-1264-4adb-881d-44991489344c
EARTH SCIENCE,OCEANS,OCEAN WAVES,SEA STATE,,,,11aca777-8a01-42ce-b076-b3059c3d8cae
EARTH SCIENCE,OCEANS,OCEAN WAVES,SEICHES,,,,2b4963ba-1a7a-419d-97ef-eacaa14688e0
EARTH SCIENCE,OCEANS,OCEAN WAVES,SIGNIFICANT WAVE HEIGHT,,,,1ac6850e-9266-4e90-ba83-b6a6cc4ae365
EARTH SCIENCE,OCEANS,OCEAN WAVES,STORM SURGE,,,,0bf50cd4-8a97-468c-8e73-047e3e09a03d
EARTH SCIENCE,OCEANS,OCEAN WAVES,SURF BEAT,,,,a90526a9-5476-45bc-9a15-73ac2dfc62ab
EARTH SCIENCE,OCEANS,OCEAN WAVES,SWELLS,,,,4e4d3c18-cdd4-474a-a936-6e127ec526f7
EARTH SCIENCE,OCEANS,OCEAN WAVES,TOPOGRAPHIC WAVES,,,,3dd99ea6-51bd-4b78-bf2e-d5aeca7f5bc8
EARTH SCIENCE,OCEANS,OCEAN WAVES,TSUNAMIS,,,,7a79a3f3-1817-4c9f-8485-550a022b5a8d
EARTH SCIENCE,OCEANS,OCEAN WAVES,WAVE FETCH,,,,09b326df-79b3-41b8-8998-e06344b0fe0d
EARTH SCIENCE,OCEANS,OCEAN WAVES,WAVE FREQUENCY,,,,0d91f6d9-44c4-4418-90b0-00feb09c6fc0
EARTH SCIENCE,OCEANS,OCEAN WAVES,WAVE HEIGHT,,,,0fc68280-1361-43e1-bc5a-40c49e9679b7
EARTH SCIENCE,OCEANS,OCEAN WAVES,WAVE LENGTH,,,,5daa972e-b47c-4050-97f1-1e628401fb97
EARTH SCIENCE,OCEANS,OCEAN WAVES,WAVE OVERTOPPING,,,,5377fb64-b10a-4284-9b7b-be77b4c16fe5
EARTH SCIENCE,OCEANS,OCEAN WAVES,WAVE PERIOD,,,,99ea6719-b751-4a4f-95d4-aaa02e961bc1
EARTH SCIENCE,OCEANS,OCEAN WAVES,WAVE RUNUP,,,,9a4816c1-dba8-4ae4-9c3b-7f98a4ac245b
EARTH SCIENCE,OCEANS,OCEAN WAVES,WAVE SETUP,,,,4dd520ea-30fc-416d-b98c-340fd23431d3
EARTH SCIENCE,OCEANS,OCEAN WAVES,WAVE SPECTRA,,,,e79ff727-c598-4a1c-8b4f-b6019fcf386b
EARTH SCIENCE,OCEANS,OCEAN WAVES,WAVE SPEED/DIRECTION,,,,e52114b2-adbc-4e3e-9c87-1a7f245fe5ef
EARTH SCIENCE,OCEANS,OCEAN WAVES,WAVE TYPES,,,,a4f0e0d2-4bcb-4675-b874-e6e0f3a8c462
EARTH SCIENCE,OCEANS,OCEAN WAVES,WIND WAVES,,,,0c9adb35-b203-42d7-8ccf-b7f2079db7ce
EARTH SCIENCE,OCEANS,OCEAN WAVES,,,,,a04804d5-1064-48fd-a7a7-8da8e10399e1
EARTH SCIENCE,OCEANS,OCEAN WINDS,CONVERGENCE/DIVERGENCE,,,,b59e188c-49b8-41b3-94c4-0bc1dbb554fe
EARTH SCIENCE,OCEANS,OCEAN WINDS,SURFACE WINDS,,,,fbc53539-ce4e-4e3e-bbd2-8270386616b4
EARTH SCIENCE,OCEANS,OCEAN WINDS,TURBULENCE,,,,13aeaea0-ab45-4148-abcf-c6becf7a8934
EARTH SCIENCE,OCEANS,OCEAN WINDS,VERTICAL WIND MOTION,,,,ab1e152c-eab9-400a-a90f-15cb64ed2a75
EARTH SCIENCE,OCEANS,OCEAN WINDS,VORTICITY,,,,253ccaf2-dd4c-4fc1-923d-1aea542a51b0
EARTH SCIENCE,OCEANS,OCEAN WINDS,WIND CHILL,,,,d571e1f5-7449-4052-943b-94d76f762677
EARTH SCIENCE,OCEANS,OCEAN WINDS,WIND SHEAR,,,,855c22f5-d1e0-4ccf-81bd-c8120e7c4055
EARTH SCIENCE,OCEANS,OCEAN WINDS,WIND STRESS,,,,91d73256-925d-4d04-9b55-aaf088080cac
EARTH SCIENCE,OCEANS,OCEAN WINDS,,,,,346cade5-801a-4afc-9652-48d02905bc4f
EARTH SCIENCE,OCEANS,SALINITY/DENSITY,CONDUCTIVITY,,,,7041e51c-e2de-405a-b154-6016f624f54f
EARTH SCIENCE,OCEANS,SALINITY/DENSITY,DENSITY,,,,007ab607-2ee1-484d-85fb-0bfb89f18c9b
EARTH SCIENCE,OCEANS,SALINITY/DENSITY,DESALINIZATION,,,,41926d67-161a-4add-bb12-66038c919efb
EARTH SCIENCE,OCEANS,SALINITY/DENSITY,HALOCLINE,,,,04305c55-14f0-42a3-a099-79eb326946d7
EARTH SCIENCE,OCEANS,SALINITY/DENSITY,POTENTIAL DENSITY,,,,fe4a246b-4614-422b-8ca5-0481ee417318
EARTH SCIENCE,OCEANS,SALINITY/DENSITY,PYCNOCLINE,,,,2ad73f85-8bad-4e5a-a902-e83eee910b5e
EARTH SCIENCE,OCEANS,SALINITY/DENSITY,SALINITY,,,,7e95b5fc-1d58-431a-af36-948b29fa870d
EARTH SCIENCE,OCEANS,SALINITY/DENSITY,SALT TRANSPORT,,,,15f87fbc-b972-403f-97c0-15f387a13efe
EARTH SCIENCE,OCEANS,SALINITY/DENSITY,,,,,a46016d7-e571-403a-ab37-7223fd74e68e
EARTH SCIENCE,OCEANS,SEA ICE,HEAT FLUX,,,,ae1c9b54-caf2-4726-b180-5c6544f09111
EARTH SCIENCE,OCEANS,SEA ICE,ICE DEFORMATION,,,,3cdebef6-902d-4c1a-9d7e-7609f8ee6ef6
EARTH SCIENCE,OCEANS,SEA ICE,ICE DEPTH/THICKNESS,,,,a735d8ca-182c-4307-9305-186a065e84a4
EARTH SCIENCE,OCEANS,SEA ICE,ICE EDGES,,,,f0cd20bd-41e8-4ca0-9ae3-7c602c251858
EARTH SCIENCE,OCEANS,SEA ICE,ICE EXTENT,,,,87feb47e-aee3-42f1-8c39-5109d9d5422e
EARTH SCIENCE,OCEANS,SEA ICE,ICE FLOES,,,,aa15804c-5f7f-40cc-b949-aa3e4418fc27
EARTH SCIENCE,OCEANS,SEA ICE,ICE GROWTH/MELT,,,,89fc22ca-326e-468c-ad3d-171c4ad34977
EARTH SCIENCE,OCEANS,SEA ICE,ICE ROUGHNESS,,,,a6c3e78f-f408-4b72-941a-f40e3d83dd60
EARTH SCIENCE,OCEANS,SEA ICE,ICE TEMPERATURE,,,,2a664e2d-4e50-463a-af9f-b14b86eb42a7
EARTH SCIENCE,OCEANS,SEA ICE,ICE TYPES,,,,f5d7cafc-13bf-4ec8-bc6e-a6d850fae5c8
EARTH SCIENCE,OCEANS,SEA ICE,ICEBERGS,,,,1151dc7e-7441-4a21-95b6-1d03a1053f60
EARTH SCIENCE,OCEANS,SEA ICE,ISOTOPES,,,,9d99408d-0d8b-4642-a2cb-edee8319fe1d
EARTH SCIENCE,OCEANS,SEA ICE,LEADS,,,,f523f73f-efcc-4193-b9e3-1161ed7f4881
EARTH SCIENCE,OCEANS,SEA ICE,PACK ICE,,,,ea85ea0b-1b7d-464a-9f8c-1f80383ffc51
EARTH SCIENCE,OCEANS,SEA ICE,POLYNYAS,,,,10a128a6-12d4-4bce-b25d-2ffc464182f4
EARTH SCIENCE,OCEANS,SEA ICE,REFLECTANCE,,,,8ed9f39d-986e-4b36-83f9-f29f6a4df89b
EARTH SCIENCE,OCEANS,SEA ICE,SALINITY,,,,04fa9023-ab68-4dd0-a82e-abe685105a53
EARTH SCIENCE,OCEANS,SEA ICE,SEA ICE AGE,,,,b6085d71-a7ee-4b65-9c9c-ff374bdc3974
EARTH SCIENCE,OCEANS,SEA ICE,SEA ICE CONCENTRATION,,,,bb27bbb7-7bc4-4e38-833a-30e0a7861ccc
EARTH SCIENCE,OCEANS,SEA ICE,SEA ICE ELEVATION,,,,6e2f1371-05b1-41db-a6d9-bccd7cc2b3da
EARTH SCIENCE,OCEANS,SEA ICE,SEA ICE MOTION,,,,a47ab696-7ed9-4374-8965-c8996e61463d
EARTH SCIENCE,OCEANS,SEA ICE,SNOW DEPTH,,,,5575125b-7f15-4d46-ba47-f86de96a1a25
EARTH SCIENCE,OCEANS,SEA ICE,SNOW MELT,,,,32259124-81f7-4845-b2fb-6435d7bb5804
EARTH SCIENCE,OCEANS,SEA ICE,,,,,d73e969a-4b66-4713-8d63-fa3cbb1e25e3
EARTH SCIENCE,OCEANS,SEA SURFACE TOPOGRAPHY,SEA SURFACE HEIGHT,,,,5c0b448c-7eb4-4e8c-8403-260cbb6114bb
EARTH SCIENCE,OCEANS,SEA SURFACE TOPOGRAPHY,SEA SURFACE SLOPE,,,,52a32bd3-d701-49e1-a827-67b3d96d8e56
EARTH SCIENCE,OCEANS,SEA SURFACE TOPOGRAPHY,,,,,68f93a0c-1525-4f5a-9545-5d94191a3dbf
EARTH SCIENCE,OCEANS,TIDES,STORM SURGE,,,,062be713-9c35-458e-86e2-26cea9415f5d
EARTH SCIENCE,OCEANS,TIDES,TIDAL COMPONENTS,,,,f4f40ec7-e698-4e11-b406-a0fa7f4b530c
EARTH SCIENCE,OCEANS,TIDES,TIDAL CURRENTS,,,,54ab2e0e-8e36-48e8-b020-ea9a5b453373
EARTH SCIENCE,OCEANS,TIDES,TIDAL HEIGHT,,,,9afcf69c-f56f-45a9-afd9-6f929850326b
EARTH SCIENCE,OCEANS,TIDES,TIDAL RANGE,,,,a5a6266a-9457-4acf-b140-fcdc8bc00a00
EARTH SCIENCE,OCEANS,TIDES,,,,,e3bef663-6116-4f15-995c-38c7cdc9652c
EARTH SCIENCE,OCEANS,WATER QUALITY,OCEAN CONTAMINANTS,,,,f1ee3e81-09b9-48d4-81d9-5faeb90430cc
EARTH SCIENCE,OCEANS,WATER QUALITY,,,,,1ee8a323-f0ba-4a21-b597-50890c527c8e
EARTH SCIENCE,OCEANS,,,,,,91697b7d-8f2b-4954-850e-61d5f61c867d
EARTH SCIENCE,PALEOCLIMATE,ICE CORE RECORDS,CALCIUM,,,,7b9fb947-97cd-4354-a799-f14a81564132
EARTH SCIENCE,PALEOCLIMATE,ICE CORE RECORDS,CARBON DIOXIDE,,,,37dac8df-b04b-4561-91fb-886e1bded2c1
EARTH SCIENCE,PALEOCLIMATE,ICE CORE RECORDS,ELECTRICAL PROPERTIES,,,,01a4a324-cad3-441d-b0f1-02dc9742784a
EARTH SCIENCE,PALEOCLIMATE,ICE CORE RECORDS,ICE CORE AIR BUBBLES,,,,3643618f-3af3-4c69-8beb-2ad14141a176
