"ConceptScheme URI",https://w3id.org/formater/variable/
PREFIX,ft,https://w3id.org/formater/variable/

"Ce fichier est utilisé pour enrichir le thésaurus des mots scientifiques du gcmd"

"La traduction du label et de la définition de chaque concept serait un + (les colonnes skos:prefLabel@fr et skos:definition@fr)"
"la colonne skos:exactMatch est utilisé pour créer un lien avec les concepts d'autres thésaurus"
"   - l'URI du terme correspondant du gcmd s'y trouve déjà"
"   - pour ajouter des concepts correspondants d'autres thésaurus, il faut séparer les URI par des virgules "","""

"Les identifiants de chaque concept ont été générés automatiquement et seront modifiés ultérieurement"
" Ils ne doivent pas être modifiés car ils sont utilisés pour créer des liens entre concepts"


URI,skos:prefLabel@en,skos:prefLabel@fr,skos:definition@en,skos:definition@fr,skos:narrower,skos:broader,skos:related,skos:exactMatch
ft:geomorphic-coastal_processes-sedimentation-sediment_chemistry,"Sediment chemistry",,"The chemical makeup of silt, sand, rocks, fossils, and other matter carried and deposited by water, wind, or ice.",,ft:geomorphic-coastal_processes-sedimentation,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/9f4548ad-ec40-4d79-a973-552b2541a62d
ft:geomorphic-coastal_processes-sedimentation-sediment_composition,"Sediment composition",,"The composition of a sediment, which can be measured in terms of parent rock lithology, mineral composition, and chemical make-up.",,ft:geomorphic-coastal_processes-sedimentation,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/17d6838d-e05e-4f0f-a751-7dbd00d2a80a
ft:geomorphic-coastal_processes-sedimentation-straitraphic_sequence,"Straitraphic sequence",,"A chronological succession of sedimentary rocks .",,ft:geomorphic-coastal_processes-sedimentation,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/1203f04d-cd90-4f46-b2c1-998a3c182250
ft:geomorphic-coastal_processes-saltation,Saltation,,"A specific type of particle transport by fluids such as wind, or the denser fluid water. It occurs when loose material is removed from a bed and carried by the fluid, before being transported back to the surface.",,ft:geomorphic-coastal_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/872459ca-da1e-448f-9bf4-383b628f4609
ft:geomorphic-coastal_processes-sea_level_change,"Sea level change",,"Sea levels around the world are rising. Current sea-level rise potentially affects human populations (e.g., those living in coastal regions and on islands) and the natural environment (e.g., marine ecosystems).  Two main factors contributed to observed sea level rise. The first is thermal expansion: as ocean water warms, it expands. The second is from the contribution of land-based ice due to increased melting. The major store of water on land is found in glaciers and ice sheets.",,ft:geomorphic-coastal_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/6c958ab4-ab98-438e-86d4-1e6a6d0580da
ft:geomorphic-coastal_processes-submergence,Submergence,,"To cover with water; inundate.",,ft:geomorphic-coastal_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/87186c13-548e-4ea8-ba79-38cff394eb59
ft:geomorphic-coastal_processes-subsidence,Subsidence,,"The motion of a surface (usually, the Earth's surface) as it shifts downward relative to a datum such as sea-level",,ft:geomorphic-coastal_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/b3657e71-acd1-4be4-9c70-a54e074a40a4
ft:geomorphic-coastal_processes-suspension,Suspension,,"A heterogeneous fluid containing solid particles that are sufficiently large for sedimentation.",,ft:geomorphic-coastal_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/15c6332d-f6f2-45a4-9485-bb55471c0090
ft:geomorphic-coastal_processes-wave_erosion,"Wave erosion",,"The power of the wave is generated by the fetch. Waves erode cliffs by abrasion/corrasion and hydraulic pressure.",,ft:geomorphic-coastal_processes,ft:geomorphic-coastal_processes-wave_erosion-degradation,,https://gcmdservices.gsfc.nasa.gov/kms/concept/86405d6d-eb37-4aa5-a525-bf6a23fd131d
ft:geomorphic-coastal_processes-wave_erosion-degradation,Degradation,,"The lowering of a fluvial surface, such as a stream bed or floodplain, through erosional processes.",,ft:geomorphic-coastal_processes-wave_erosion,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/2f5ceedb-afb6-47e6-8eac-8f220ef0b564
ft:geomorphic-coastal_processes-wave_refraction,"Wave refraction",,"The change in direction of a wave due to a change in its medium. It is essentially a surface phenomenon.",,ft:geomorphic-coastal_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/b43d2d47-c86e-41b6-81bd-be803db536da
ft:geomorphic-coastal_processes-wave_diffraction,"Wave diffraction",,"Refers to various phenomena which occur when a wave encounters an obstacle. It is described as the apparent bending of waves around small obstacles and the spreading out of waves past small openings.",,ft:geomorphic-coastal_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/5cbfc557-f3a6-4558-9954-ce37f0510952
ft:geomorphic-coastal_processes-wave_breaking,"Wave breaking",,"A wave whose amplitude reaches a critical level at which some process can suddenly start to occur that causes large amounts of wave energy to be transformed into turbulent kinetic energy. At this point, simple physical models that describe wave dynamics often become invalid, particularly those that assume linear behavior.",,ft:geomorphic-coastal_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/a8c37cb5-9426-41fd-b192-53b4c3ae1ba3
ft:geomorphic-coastal_processes-wave_shoaling,"Wave shoaling",,"The effect by which surface waves entering shallower water increase in wave height (which is about twice the amplitude).",,ft:geomorphic-coastal_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/f8accc20-818e-47a1-962d-80b7ec7f6d92
ft:geomorphic-glacial_processes,"Glacial processes",,"A glacier is an accumulation of ice, air, water, and rock debris or sediment. It is a large enough quantity of ice to flow with gravity due to its own mass. The ice can be as large as a continent, such as the ice
sheet covering Antarctica; or, it can fill a small valley between two mountains, such as a valley glacier. ""Glacial landforms/processes"" refers to the erosional or depositional processes of glaciers and the landforms (e.g., drumlins, cirques, fjords) that result.",,ft:geomorphic,"ft:geomorphic-glacial_processes-abrasion, ft:geomorphic-glacial_processes-ablation, ft:geomorphic-glacial_processes-dumping, ft:geomorphic-glacial_processes-entrainment, ft:geomorphic-glacial_processes-freeze-thaw, ft:geomorphic-glacial_processes-firn_formation, ft:geomorphic-glacial_processes-glacial_drift, ft:geomorphic-glacial_processes-glacial_growth, ft:geomorphic-glacial_processes-glacial_displacement, ft:geomorphic-glacial_processes-glacial_striation, ft:geomorphic-glacial_processes-scouring, ft:geomorphic-glacial_processes-plucking, ft:geomorphic-glacial_processes-sedimentation, ft:geomorphic-glacial_processes-sediment_transport, ft:geomorphic-glacial_processes-glacier_crust_subsidence, ft:geomorphic-glacial_processes-crust_rebound, ft:geomorphic-glacial_processes-weathering, ft:geomorphic-glacial_processes-periglacial_processes, ft:geomorphic-glacial_processes-degradation",,https://gcmdservices.gsfc.nasa.gov/kms/concept/d7b62912-5970-46b1-be45-6a603c9a6979
ft:geomorphic-glacial_processes-abrasion,Abrasion,,"Mechanical scraping of a rock surface by friction between rocks and moving particles.",,ft:geomorphic-glacial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/8f57f4b0-5177-4362-81e8-ced75d37d1aa
ft:geomorphic-glacial_processes-ablation,Ablation,,"The process of removal of material from the surface of an object by vaporization, chipping, or other erosive processes. The term occurs in spaceflight associated with atmospheric reentry, in glaciology, medicine, and passive fire protection.",,ft:geomorphic-glacial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/99db4dca-4d07-48fd-8ba3-393532d04aa6
ft:geomorphic-glacial_processes-dumping,Dumping,,"A deposit of glacial materials.",,ft:geomorphic-glacial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/b6d56c3f-daa4-4c2f-9c56-4cecdf3d9fcd
ft:geomorphic-glacial_processes-entrainment,Entrainment,,"The process by which surface sediment is incorporated into a fluid flow (such as air, water or even ice ) as part of the operation of erosion.",,ft:geomorphic-glacial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/1dc7ed2f-2834-4044-8caa-117ce12389af
ft:geomorphic-glacial_processes-freeze-thaw,Freeze/thaw,,"The process where water seeps into a crack in a rock, as the temperature drops below freezing, the water freezes and expands causing the crack to enlarge. The ice then melts into water again as the temperature rises above freezing. This action is repeated until the rock breaks.",,ft:geomorphic-glacial_processes,ft:geomorphic-glacial_processes-freeze-thaw-basal_ice_freezing,,https://gcmdservices.gsfc.nasa.gov/kms/concept/f7849055-fa5c-437c-a8c6-08c7db3a3b0a
ft:geomorphic-glacial_processes-freeze-thaw-basal_ice_freezing,"Basal ice freezing",,"A process made by made by glaciohydraulic supercooling, though some studies show that even where physical conditions allow it to occur, the process may not be responsible for observed sequences of basal ice.",,ft:geomorphic-glacial_processes-freeze-thaw,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/a72c8430-0b33-4167-b189-1309cc2048c5
ft:geomorphic-glacial_processes-firn_formation,"Firn formation",,"The formation process of firn, a partially compacted névé, which is a type of snow that has been left over from past seasons and has been recrystallized into a substance denser than névé. It is ice that is at an intermediate stage between snow and glacial ice.",,ft:geomorphic-glacial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/5b66d75f-331f-49d0-ad97-12f6535ce93a
ft:geomorphic-glacial_processes-glacial_drift,"Glacial drift",,"Less apparent is the ground moraine, also called glacial drift, which often blankets the surface underneath much of the glacier downslope from the equilibrium line.",,ft:geomorphic-glacial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/5cd3ad48-ade6-4306-a7de-4e68ecdf6bc7
ft:geomorphic-glacial_processes-glacial_growth,"Glacial growth",,"The growth of a glacier over time",,ft:geomorphic-glacial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/4be0198b-b88c-44db-b887-6cc7f5cd68f8
ft:geomorphic-glacial_processes-glacial_displacement,"Glacial displacement",,"The displacement of a glacier. The speed of glacial displacement is partly determined by friction. Friction makes the ice at the bottom of the glacier move slower than the upper portion. In alpine glaciers, friction is also generated at the valley's side walls, which slows the edges relative to the center.",,ft:geomorphic-glacial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/5ddbaf71-b279-42cf-b250-faaefb627f66
ft:geomorphic-glacial_processes-glacial_striation,"Glacial striation",,"Scratches or gouges cut into bedrock by glacial abrasion. Glacial striations are usually multiple, straight, and parallel, representing the movement of the glacier using rock fragments and sand grains, embedded in the base of the glacier, as cutting tools. Large amounts of coarse gravel and boulders carried along underneath the glacier provide the abrasive power to cut trough-like glacial grooves, and finer sediments also in the base of the moving glacier further scour and polish the bedrock surface, forming a glacial pavement.",,ft:geomorphic-glacial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/114e9f84-8bc5-4863-abd2-55b80ed2af11
ft:geomorphic-glacial_processes-scouring,Scouring,,"Erosion resulting from glacial action, whereby the surface material is removed and the rock fragments carried by the glacier abrade, scratch, and polish the bedrock.",,ft:geomorphic-glacial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/7ca88385-d0cf-439c-9a12-86b926b71582
ft:geomorphic-glacial_processes-plucking,Plucking,,"Exploits pre-existing fractures in the bedrock. This plays a key role in opening and creating new fractures but has only provided small segments of loose material. This is then followed by the entrainment of the loosened rock by the ice. During the process of entrainment, loose rock material is frozen onto the base of the glacier and incorporated into the glacial ice.",,ft:geomorphic-glacial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/c4619d3d-f852-4899-9e33-9fd6d4096351
ft:geomorphic-glacial_processes-sedimentation,Sedimentation,,"The tendency for particles in suspension to settle out of the fluid in which they are entrained, and come to rest against a barrier.",,ft:geomorphic-glacial_processes,"ft:geomorphic-glacial_processes-sedimentation-sediment_chemistry, ft:geomorphic-glacial_processes-sedimentation-stratigraphic_sequence",,https://gcmdservices.gsfc.nasa.gov/kms/concept/d8f33f0a-137c-49ac-aebf-f8a8b0540a09
ft:geomorphic-glacial_processes-sedimentation-sediment_chemistry,"Sediment chemistry",,"The chemical makeup of silt, sand, rocks, fossils, and other matter carried and deposited by water, wind, or ice.",,ft:geomorphic-glacial_processes-sedimentation,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/7d10ff6d-efde-4f97-866b-7d771dd32b25
ft:geomorphic-glacial_processes-sedimentation-stratigraphic_sequence,"Stratigraphic sequence",,"A set of deposited sedimentary beds that reflects the depositional environment.",,ft:geomorphic-glacial_processes-sedimentation,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/c25fef4a-f346-4831-8015-7853886c4fc7
ft:geomorphic-glacial_processes-sediment_transport,"Sediment transport",,"The movement of solid particles (sediment), typically due to a combination of the force of gravity acting on the sediment, and/or the movement of the fluid in which the sediment is entrained. An understanding of sediment transport is typically used in natural systems, where the particles are clastic rocks (sand, gravel, boulders, etc.), mud, or clay; the fluid is air, water, or ice; and the force of gravity acts to move the particles due to the sloping surface on which they are resting.",,ft:geomorphic-glacial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/791b7271-3a30-46ee-98e0-bc8239389950
ft:geomorphic-glacial_processes-glacier_crust_subsidence,"Glacier crust subsidence",,"The motion of a surface (usually, the Earth's surface) as it shifts downward relative to a datum such as sea-level. The opposite of subsidence is uplift, which results in an increase in elevation. Ground subsidence is of concern to geologists, structural engineers and surveyors.",,ft:geomorphic-glacial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/b87c5264-13c6-4716-acf3-51b2576dc1e9
ft:geomorphic-glacial_processes-crust_rebound,"Crust rebound",,"Post-glacial rebound (sometimes called continental rebound, glacial isostatic adjustment) is the rise of land masses that were depressed by the huge weight of ice sheets during the last glacial period, through a process known as isostasy. It affects northern Europe (especially Scotland, Fennoscandia and northern Denmark), Siberia, Canada, the Great Lakes of Canada and the United States, parts of Patagonia, and Antarctica.",,ft:geomorphic-glacial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/c06e70c0-616c-44f2-a884-ad0252e29e37
ft:geomorphic-glacial_processes-weathering,Weathering,,"Breaking down of Earth's rocks, soils and minerals through direct contact with the planet's atmosphere. Weathering occurs in situ, or ""with no movement"", and thus should not be confused with erosion, which involves the movement of rocks and minerals by agents such as water, ice, wind, and gravity.",,ft:geomorphic-glacial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/580ef100-0fb8-456c-a9ca-565d11392a26
ft:geomorphic-glacial_processes-periglacial_processes,"Periglacial processes",,"Describes a geomorphic process related to freezing of water occur. In its original meaning a periglacial area was at the time in question, the area was not buried by glacial ice but was subject to intense freezing cycles and exhibits permafrost weathering and erosion characteristics.",,ft:geomorphic-glacial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/fa0f38f3-2faa-4cd7-a848-22f3d96ab210
ft:geomorphic-glacial_processes-degradation,Degradation,,"Refers to the lowering of a fluvial surface, such as a stream bed or floodplain, through erosional processes.",,ft:geomorphic-glacial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/e60bfab8-01a8-4d0b-ae95-5d9014c71717
ft:geomorphic-aeolian_processes,"Aeolian processes",,"The erosion, transport, and deposition of material due to the action of the wind at or near the Earth's surface. Aeolian processes are at their most effective when the vegetation cover is discontinuous or absent.",,ft:geomorphic,"ft:geomorphic-aeolian_processes-abrasion, ft:geomorphic-aeolian_processes-deflation, ft:geomorphic-aeolian_processes-saltation, ft:geomorphic-aeolian_processes-sediment_transport, ft:geomorphic-aeolian_processes-sedimentation, ft:geomorphic-aeolian_processes-degradation, ft:geomorphic-aeolian_processes-weathering",,https://gcmdservices.gsfc.nasa.gov/kms/concept/f15b2ad3-f658-420b-99b4-41588646d9b7
ft:geomorphic-aeolian_processes-abrasion,Abrasion,,"Mechanical scraping of a rock surface by friction between rocks and moving particles.",,ft:geomorphic-aeolian_processes,"ft:geomorphic-aeolian_processes-abrasion-yardangs, ft:geomorphic-aeolian_processes-abrasion-ventifacts",,https://gcmdservices.gsfc.nasa.gov/kms/concept/f6e19e2e-555a-4d40-9833-c7513d92c813
ft:geomorphic-aeolian_processes-abrasion-yardangs,Yardangs,,"A streamlined hill carved from bedrock or any consolidated or semiconsolidated material by the dual action of wind abrasion, dust and sand, and deflation. Yardangs are elongate features typically three or more times longer than they are wide, and when viewed from above, resemble the hull of a boat. Facing the wind is a steep, blunt face that gradually gets lower and narrower toward the lee end.",,ft:geomorphic-aeolian_processes-abrasion,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/59d1b0f7-ef02-4fa4-8d47-7eda39794713
ft:geomorphic-aeolian_processes-abrasion-ventifacts,Ventifacts,,"Rocks  that have been abraded, pitted, etched, grooved, or polished by wind-driven sand or ice crystals. These geomorphic features are most typically found in arid environments where there is little vegetation to interfere with aeolian particle transport, where there are frequently strong winds, and where there is a steady but not overwhelming supply of sand.",,ft:geomorphic-aeolian_processes-abrasion,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/2c15738b-839f-4b68-85bc-ece41e4ac6c9
ft:geomorphic-aeolian_processes-deflation,Deflation,,"Processes pertain to the activity of the winds and more specifically, to the winds' ability to shape the surface of the Earth and other planets. Winds may erode, transport, and deposit materials, and are effective agents in regions with sparse vegetation and a large supply of unconsolidated sediments.",,ft:geomorphic-aeolian_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/d415cb15-7586-464c-8707-9a5623a61cee
ft:geomorphic-aeolian_processes-saltation,Saltation,,"A specific type of particle transport by fluids such as wind, or the denser fluid water. It occurs when loose material is removed from a bed and carried by the fluid, before being transported back to the surface.",,ft:geomorphic-aeolian_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/78778362-5d08-4cd7-9131-159cad561e54
ft:geomorphic-aeolian_processes-sediment_transport,"Sediment transport",,"The movement of solid particles (sediment), typically due to a combination of the force of gravity acting on the sediment, and/or the movement of the fluid in which the sediment is entrained. An understanding of sediment transport is typically used in natural systems, where the particles are clastic rocks (sand, gravel, boulders, etc.), mud, or clay; the fluid is air, water, or ice; and the force of gravity acts to move the particles due to the sloping surface on which they are resting.",,ft:geomorphic-aeolian_processes,"ft:geomorphic-aeolian_processes-sediment_transport-loess, ft:geomorphic-aeolian_processes-sediment_transport-monadnock",,https://gcmdservices.gsfc.nasa.gov/kms/concept/fe2d9f93-ee9c-4d1e-af28-0c15ee762019
ft:geomorphic-aeolian_processes-sediment_transport-loess,Loess,,"An aeolian sediment formed by the accumulation of wind-blown silt and lesser and variable amounts of sand and clay that are loosely cemented by calcium carbonate. It is usually homogeneous and highly porous and is traversed by vertical capillaries that permit the sediment to fracture and form vertical bluffs.",,ft:geomorphic-aeolian_processes-sediment_transport,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/a83052ef-9b98-4cb3-9bed-b0c9059812e5
ft:geomorphic-aeolian_processes-sediment_transport-monadnock,Monadnock,,"An isolated rock hill, knob, ridge, or small mountain that rises abruptly from a gently sloping or virtually level surrounding plain.",,ft:geomorphic-aeolian_processes-sediment_transport,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/8167592d-13bf-4225-9822-29e68bcd1b37
ft:geomorphic-aeolian_processes-sedimentation,Sedimentation,,"The tendency for particles in suspension to settle out of the fluid in which they are entrained, and come to rest against a barrier.",,ft:geomorphic-aeolian_processes,"ft:geomorphic-aeolian_processes-sedimentation-sediment_chemistry, ft:geomorphic-aeolian_processes-sedimentation-sediment_composition, ft:geomorphic-aeolian_processes-sedimentation-stratigraphic_sequence",,https://gcmdservices.gsfc.nasa.gov/kms/concept/22ba30ec-a4e2-4547-bad7-4d5f9917625d
ft:geomorphic-aeolian_processes-sedimentation-sediment_chemistry,"Sediment chemistry",,"The chemical makeup of silt, sand, rocks, fossils, and other matter carried and deposited by water, wind, or ice.",,ft:geomorphic-aeolian_processes-sedimentation,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/34ea8c99-ff34-495b-b986-92a78b74a8e9
ft:geomorphic-aeolian_processes-sedimentation-sediment_composition,"Sediment composition",,"The composition of sediment including parent rock lithology, mineral composition, and chemical make-up.",,ft:geomorphic-aeolian_processes-sedimentation,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/6e5a6d68-5f99-4f0d-bde3-9f24268af426
ft:geomorphic-aeolian_processes-sedimentation-stratigraphic_sequence,"Stratigraphic sequence",,"A chronologic succession of sedimentary rocks.",,ft:geomorphic-aeolian_processes-sedimentation,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/a08cce11-9407-4b1f-b13e-0df87da03612
ft:geomorphic-aeolian_processes-degradation,Degradation,,"The lowering of a fluvial surface, such as a stream bed or floodplain, through erosional processes",,ft:geomorphic-aeolian_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/baf70c0f-fd59-4d4b-ae03-b664e0352ff7
ft:geomorphic-aeolian_processes-weathering,Weathering,,"Breaking down of Earth's rocks, soils and minerals through direct contact with the planet's atmosphere. Weathering occurs in situ, or ""with no movement"", and thus should not be confused with erosion, which involves the movement of rocks and minerals by agents such as water, ice, wind, and gravity.",,ft:geomorphic-aeolian_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/7a67a5af-42be-4aa7-8cb1-e1fc0de074cc
ft:geomorphic-karst_processes,"Karst processes",,"Landscapes characterized by (or the processes characterizing) the formation and collapse of caves and sinkholes because of carbonation weathering of limestone bedrock.",,ft:geomorphic,"ft:geomorphic-karst_processes-karst_hydrology, ft:geomorphic-karst_processes-dissolved_co2, ft:geomorphic-karst_processes-caco3, ft:geomorphic-karst_processes-porosity, ft:geomorphic-karst_processes-weathering",,https://gcmdservices.gsfc.nasa.gov/kms/concept/63846997-4a3f-41e1-9241-6d5053360d7a
ft:geomorphic-karst_processes-karst_hydrology,"Karst hydrology",,"Karst Hydrology refers to the extensive dissolution of rock has led to the development of subterranean channels through which groundwater flows in conduits (enclosed or semi-enclosed channels). These conduits can vary in size from slightly enlarged cracks to tunnels many meters in diameter and many kilometers in length.",,ft:geomorphic-karst_processes,ft:geomorphic-karst_processes-karst_hydrology-subsurface_drainage,,https://gcmdservices.gsfc.nasa.gov/kms/concept/05172a3b-cdc0-4e97-af29-e38cd4f271c6
ft:geomorphic-karst_processes-karst_hydrology-subsurface_drainage,"Subsurface drainage",,"Refers to the removal of surface water by development of the slope of the land utilizing systems of drains to carry away the surplus water. In subsurface drainage open ditches and tile fields intercept groundwater and carry it off. The water enters the tiling through the joints, and drainage is achieved by gravity feed through the tiles.",,ft:geomorphic-karst_processes-karst_hydrology,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/bbfe00ab-ab63-40e0-8752-8f47d17c1d39
ft:geomorphic-karst_processes-dissolved_co2,"Dissolved co2",,"The carbon dioxide dissolved in water has even more effect than the oxygen. Oxygen remains as an O2 molecule, whether it's in its gas phase or in solution, but when CO2 is dissolved in water, a small proportion of it reacts chemically with H2O to form carbonic acid, H2CO3. (There's no mystery about that: just add up the six atoms.) In water carbonic acid dissociates rapidly to form a H+ ion and HCO2 (bicarbonate), so it affects the carbonate equilibrium, and pH values change as a result.
 
Dissolved CO2 lowers the average pH of rainwater to 5.7, even where ""acid rain"" caused by pollution isn't a factor. The gentle acidity of rainwater is a major source for the weathering of minerals, which the carbonic acid leaches from rocks and which eventually find their way to the ocean.",,ft:geomorphic-karst_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/613abf26-7625-4134-8961-7a59fe82efc9
ft:geomorphic-karst_processes-caco3,Caco3,,"A chemical compound that is a common substance found in rocks in all parts of the world, and is the main component of shells of marine organisms, snails, coal balls, pearls, and eggshells. Calcium carbonate is the active ingredient in agricultural lime, and is created when Ca ions in hard water react with carbonate ions creating limescale.",,ft:geomorphic-karst_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/9902dc89-61fb-4a1e-becf-c8138122d2c4
ft:geomorphic-karst_processes-porosity,Porosity,,"A measure of a rock's ability to hold a fluid. Mathematically, porosity is the open space in a rock divided by the total rock volume (solid +  space or holes). Porosity is normally expressed as a percentage of the total rock which is taken up by pore space.",,ft:geomorphic-karst_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/07f6c977-077b-47f2-962c-00dadcd9f555
ft:geomorphic-karst_processes-weathering,Weathering,,"Breaking down of Earth's rocks, soils and minerals through direct contact with the planet's atmosphere. Weathering occurs in situ, or ""with no movement"", and thus should not be confused with erosion, which involves the movement of rocks and minerals by agents such as water, ice, wind, and gravity.",,ft:geomorphic-karst_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/60dc0787-9e7e-4e0d-8023-d916da5d0836
ft:gravity,"Gravity/gravitational field",,"Dealing with the determination of the size and shape of the earth, the Earth's gravitational field, and the location of points fixed to the Earth's crust in an Earth-referred coordinate system.",,ft:solid_earth,"ft:gravity-gravity, ft:gravity-control_surveys, ft:gravity-crustal_motion, ft:gravity-gravitational_field, ft:gravity-polar_motion, ft:gravity-rotational_motion-variations, ft:gravity-satellite_orbits-revolution, ft:gravity-gravity_anomalies",,https://gcmdservices.gsfc.nasa.gov/kms/concept/221386f6-ef9b-4990-82b3-f990b0fe39fa
ft:gravity-gravity,Gravity,,"The natural phenomenon by which physical bodies appear to attract each other with a force proportional to their masses. It is most commonly experienced as the agent that gives weight to objects with mass and causes them to fall to the ground when dropped. The phenomenon of gravitation itself, however, is a byproduct of a more fundamental phenomenon described by general relativity, which suggests that spacetime is curved according to the energy and momentum of whatever matter and radiation are present.",,ft:gravity,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/69af3046-08e0-4c24-981d-803c0412ce58
ft:gravity-control_surveys,"Control surveys",,"Pertaining to the base surveys run in order to normalize data collected in later surveys so that gravitational anomalies can be found.",,ft:gravity,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/8b39b880-f385-4dab-a563-24064b43be7e
ft:gravity-crustal_motion,"Crustal motion",,"Pertaining to the use of gravitational data in order to determine the relative motions of the Earth's crustal plates.",,ft:gravity,"ft:gravity-crustal_motion-ocean_crust_deformation, ft:gravity-crustal_motion-isostatic_adjustments",,https://gcmdservices.gsfc.nasa.gov/kms/concept/122f7d15-7e5c-4249-992c-c753c80cf05b
ft:gravity-crustal_motion-ocean_crust_deformation,"Ocean crust deformation",,"Pertaining to use of gravitational anomalies to track deformation which occurs in the rocks of the ocean floor.",,ft:gravity-crustal_motion,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/aa6c2fe7-3261-4fd8-bed4-81403bc49086
ft:gravity-crustal_motion-isostatic_adjustments,"Isostatic adjustments",,"The rise of land masses that were depressed by the huge weight of ice sheets during the last glacial period, through a process known as isostasy.",,ft:gravity-crustal_motion,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/5dee7d0e-e13e-4974-9750-79d5cd886c7a
ft:gravity-gravitational_field,"Gravitational field",,"Pertaining to the measurement, strength, size, etc. of the Earth's gravitational field.",,ft:gravity,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/56b4cbe5-e5f7-4e61-8c48-bbb858b505e6
ft:gravity-polar_motion,"Polar motion",,"Pertaining to the measurement, tracking, and gravitational effects of the various phases of polar motion/variation.",,ft:gravity,"ft:gravity-polar_motion-annual_elliptical_component, ft:gravity-polar_motion-chandler_circular_component",,https://gcmdservices.gsfc.nasa.gov/kms/concept/c44b078d-ec95-47d5-9a43-ba8475e568d2
ft:gravity-polar_motion-annual_elliptical_component,"Annual elliptical component",,"The speed of the Earth as it rotates upon its axis, while moving around the Sun in the same sense, or direction, as its rotation. This component is not consistent each year.",,ft:gravity-polar_motion,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/9d184041-9848-4f76-affd-74f4e4fd7462
ft:gravity-polar_motion-chandler_circular_component,"Chandler circular component",,"Also known as the Chandler wobble, is one of several wobbles the earth makes as it rotates on its axis.",,ft:gravity-polar_motion,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/a983aad3-c72a-49e8-8de9-e0aaf35e14b3
